product_id,original_url,tracking_url,fallback_name,fallback_description,categories,fallback_image,price,priceSnapshot,featured,createdAt
1005007297859160,https://www.aliexpress.com/item/1005007297859160.html,https://s.click.aliexpress.com/e/_c3iLL9bN,Selección de moda para mujer 01,"Artículo de moda femenina seleccionado por Atlas Secreto. Consulta tallas, colores, composición, envío y disponibilidad en AliExpress.",Moda mujer | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Moda+mujer+01,Ver precio actual,"Desde 9,08 USD",False,2026-07-18
1005008494720248,https://www.aliexpress.com/item/1005008494720248.html,https://s.click.aliexpress.com/e/_c3CEqUiB,Accesorio para mujer 01,"Accesorio femenino seleccionado por su utilidad y precio. Revisa variantes, materiales, medidas y disponibilidad antes de comprar.",Accesorios mujer | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Accesorios+mujer+01,Ver precio actual,"Desde 0,99 USD",False,2026-07-18
1005006631009309,https://www.aliexpress.com/item/1005006631009309.html,https://s.click.aliexpress.com/e/_c2RSvtKx,Accesorio para hombre 01,"Accesorio masculino seleccionado por Atlas Secreto. Consulta materiales, medidas, variantes y condiciones de envío en AliExpress.",Accesorios hombre | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Accesorios+hombre+01,Ver precio actual,"Desde 3,08 USD",False,2026-07-18
1005008124464069,https://www.aliexpress.com/item/1005008124464069.html,https://s.click.aliexpress.com/e/_c3J4TDSx,Selección de moda para mujer 02,"Artículo de moda femenina seleccionado por Atlas Secreto. Consulta tallas, colores, composición, envío y disponibilidad en AliExpress.",Moda mujer | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Moda+mujer+02,Ver precio actual,"Desde 1,27 USD",False,2026-07-18
1005005788179268,https://www.aliexpress.com/item/1005005788179268.html,https://s.click.aliexpress.com/e/_c30ApjoP,Producto práctico para el hogar 01,"Producto práctico para el hogar seleccionado por Atlas Secreto. Revisa medidas, materiales, variantes y disponibilidad en AliExpress.",Hogar | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Hogar+01,Ver precio actual,"Desde 2,46 USD",False,2026-07-18
1005007661508886,https://www.aliexpress.com/item/1005007661508886.html,https://s.click.aliexpress.com/e/_c45F8ZPl,Gadget tecnológico 01,"Gadget tecnológico seleccionado por Atlas Secreto. Comprueba especificaciones, compatibilidad, variantes y disponibilidad antes de comprar.",Tecnología | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Tecnolog%C3%ADa+01,Ver precio actual,"Desde 5,28 USD",False,2026-07-18
1005007914556601,https://www.aliexpress.com/item/1005007914556601.html,https://s.click.aliexpress.com/e/_c2yKWzF5,Producto práctico para el hogar 02,"Producto práctico para el hogar seleccionado por Atlas Secreto. Revisa medidas, materiales, variantes y disponibilidad en AliExpress.",Hogar | Tecnología | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Hogar+02,Ver precio actual,"Desde 2,27 USD",False,2026-07-18
1005007901992686,https://www.aliexpress.com/item/1005007901992686.html,https://s.click.aliexpress.com/e/_c3EwQ4Lt,Gadget tecnológico 02,"Gadget tecnológico seleccionado por Atlas Secreto. Comprueba especificaciones, compatibilidad, variantes y disponibilidad antes de comprar.",Tecnología | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Tecnolog%C3%ADa+02,Ver precio actual,"Desde 3,12 USD",False,2026-07-18
1005007382183099,https://www.aliexpress.com/item/1005007382183099.html,https://s.click.aliexpress.com/e/_c40eNY3h,Gadget tecnológico 03,"Gadget tecnológico seleccionado por Atlas Secreto. Comprueba especificaciones, compatibilidad, variantes y disponibilidad antes de comprar.",Tecnología | Aventura y viajes | Virales | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Tecnolog%C3%ADa+03,Ver precio actual,"Desde 1,24 USD",False,2026-07-18
1005010447557053,https://www.aliexpress.com/item/1005010447557053.html,https://s.click.aliexpress.com/e/_c4sWwsSn,"GameSir G7 Pro Mando Control de Juego con Licencia Oficial de Xbox, Control Alámbrico para Xbox, Gamepad Inalámbrico para PC, Android y Móviles","GameSir G7 Pro Mando Control de Juego con Licencia Oficial de Xbox, Control Alámbrico para Xbox, Gamepad Inalámbrico para PC, Android y Móviles. Producto seleccionado por Atlas Secreto. Revisa variantes, especificaciones, disponibilidad y condiciones de envío antes de comprar.",Tecnología | Virales,https://ae-pic-a1.aliexpress-media.com/kf/S4d20c1366d9f4eb9a293dc418a8dd18ei.jpg_480x480q75.jpg_.avif,Ver precio actual,"Desde 66,24 USD",False,2026-07-19
1005007296821194,https://www.aliexpress.com/item/1005007296821194.html,https://s.click.aliexpress.com/e/_c39oZE0T,Selección de moda para mujer 03,"Artículo de moda femenina seleccionado por Atlas Secreto. Consulta tallas, colores, composición, envío y disponibilidad en AliExpress.",Moda mujer | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Moda+mujer+03,Ver precio actual,"Desde 3,07 USD",False,2026-07-18
1005008635835302,https://www.aliexpress.com/item/1005008635835302.html,https://s.click.aliexpress.com/e/_c3C0Xa99,Producto viral seleccionado 01,"Producto popular seleccionado por Atlas Secreto. Consulta sus características, variantes, envío y precio vigente en AliExpress.",Virales | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Virales+01,Ver precio actual,"Desde 9,39 USD",False,2026-07-18
1005010154776229,https://www.aliexpress.com/item/1005010154776229.html,https://s.click.aliexpress.com/e/_c4kztppv,Selección de moda para hombre 01,"Artículo de moda masculina seleccionado por Atlas Secreto. Consulta tallas, colores, materiales y disponibilidad en AliExpress.",Moda hombre | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Moda+hombre+01,Ver precio actual,"Desde 2,12 USD",False,2026-07-18
1005007530634321,https://www.aliexpress.com/item/1005007530634321.html,https://s.click.aliexpress.com/e/_c32gG6pz,Selección de moda para mujer 04,"Artículo de moda femenina seleccionado por Atlas Secreto. Consulta tallas, colores, composición, envío y disponibilidad en AliExpress.",Moda mujer,https://placehold.co/900x900/111821/d6ad52?text=Moda+mujer+04,Ver precio actual,"Desde 15,70 USD",False,2026-07-18
1005008438225768,https://www.aliexpress.com/item/1005008438225768.html,https://s.click.aliexpress.com/e/_c4ruEoeP,Producto viral seleccionado 02,"Producto popular seleccionado por Atlas Secreto. Consulta sus características, variantes, envío y precio vigente en AliExpress.",Virales | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Virales+02,Ver precio actual,"Desde 9,21 USD",False,2026-07-18
1005010128533688,https://www.aliexpress.com/item/1005010128533688.html,https://s.click.aliexpress.com/e/_c3ugPPEj,Producto viral seleccionado 03,"Producto popular seleccionado por Atlas Secreto. Consulta sus características, variantes, envío y precio vigente en AliExpress.",Virales | Tecnología | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Virales+03,Ver precio actual,"Desde 1,83 USD",False,2026-07-18
1005007910321700,https://www.aliexpress.com/item/1005007910321700.html,https://s.click.aliexpress.com/e/_c4Sivmvd,Producto de belleza y cuidado 01,"Producto de belleza y cuidado seleccionado por Atlas Secreto. Revisa ingredientes, modo de uso, variantes y advertencias del vendedor.",Belleza y cuidado | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Belleza+y+cuidado+01,Ver precio actual,"Desde 0,84 USD",False,2026-07-18
1005010347094641,https://www.aliexpress.com/item/1005010347094641.html,https://s.click.aliexpress.com/e/_c3N0ESOB,Producto de belleza y cuidado 02,"Producto de belleza y cuidado seleccionado por Atlas Secreto. Revisa ingredientes, modo de uso, variantes y advertencias del vendedor.",Belleza y cuidado | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Belleza+y+cuidado+02,Ver precio actual,"Desde 2,40 USD",False,2026-07-18
1005010661032861,https://www.aliexpress.com/item/1005010661032861.html,https://s.click.aliexpress.com/e/_c3fAxi6B,Gadget tecnológico 05,"Gadget tecnológico seleccionado por Atlas Secreto. Comprueba especificaciones, compatibilidad, variantes y disponibilidad antes de comprar.",Tecnología | Virales,https://placehold.co/900x900/111821/d6ad52?text=Tecnolog%C3%ADa+05,Ver precio actual,"Desde 107,63 USD",False,2026-07-18
1005006437076332,https://www.aliexpress.com/item/1005006437076332.html,https://s.click.aliexpress.com/e/_c3EPBWKB,Selección de moda para hombre 02,"Artículo de moda masculina seleccionado por Atlas Secreto. Consulta tallas, colores, materiales y disponibilidad en AliExpress.",Moda hombre,https://placehold.co/900x900/111821/d6ad52?text=Moda+hombre+02,Ver precio actual,"Desde 10,40 USD",False,2026-07-18
1005008830636767,https://www.aliexpress.com/item/1005008830636767.html,https://s.click.aliexpress.com/e/_c2zZg3oB,Selección de moda para mujer 05,"Artículo de moda femenina seleccionado por Atlas Secreto. Consulta tallas, colores, composición, envío y disponibilidad en AliExpress.",Moda mujer,https://placehold.co/900x900/111821/d6ad52?text=Moda+mujer+05,Ver precio actual,"Desde 15,79 USD",False,2026-07-18
1903089759,https://www.aliexpress.com/item/1903089759.html,https://s.click.aliexpress.com/e/_c3iMB6Ph,Accesorio para mujer 02,"Accesorio femenino seleccionado por su utilidad y precio. Revisa variantes, materiales, medidas y disponibilidad antes de comprar.",Accesorios mujer | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Accesorios+mujer+02,Ver precio actual,"Desde 5,77 USD",False,2026-07-18
1005005909340324,https://www.aliexpress.com/item/1005005909340324.html,https://s.click.aliexpress.com/e/_c3GQtJon,Accesorio para coche o moto 01,Accesorio seleccionado para coche o moto. Verifica la compatibilidad exacta con tu modelo antes de realizar la compra.,Coche/Moto,https://placehold.co/900x900/111821/d6ad52?text=Coche%2FMoto+01,Ver precio actual,"Desde 21,26 USD",False,2026-07-18
1005006737907603,https://www.aliexpress.com/item/1005006737907603.html,https://s.click.aliexpress.com/e/_c3zqIZ4r,Accesorio para coche o moto 02,Accesorio seleccionado para coche o moto. Verifica la compatibilidad exacta con tu modelo antes de realizar la compra.,Coche/Moto,https://placehold.co/900x900/111821/d6ad52?text=Coche%2FMoto+02,Ver precio actual,"Desde 18,59 USD",False,2026-07-18
1005010567441252,https://www.aliexpress.com/item/1005010567441252.html,https://s.click.aliexpress.com/e/_c3b2sOgF,Producto viral seleccionado 04,"Producto popular seleccionado por Atlas Secreto. Consulta sus características, variantes, envío y precio vigente en AliExpress.",Virales | Tecnología | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Virales+04,Ver precio actual,"Desde 1,40 USD",False,2026-07-18
1005005507287645,https://www.aliexpress.com/item/1005005507287645.html,https://s.click.aliexpress.com/e/_c4EpXYCx,Producto viral seleccionado 05,"Producto popular seleccionado por Atlas Secreto. Consulta sus características, variantes, envío y precio vigente en AliExpress.",Virales | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Virales+05,Ver precio actual,"Desde 2,35 USD",False,2026-07-18
1005009734420129,https://www.aliexpress.com/item/1005009734420129.html,https://s.click.aliexpress.com/e/_c45ksWx1,Accesorio para hombre 02,"Accesorio masculino seleccionado por Atlas Secreto. Consulta materiales, medidas, variantes y condiciones de envío en AliExpress.",Accesorios hombre | Virales | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Accesorios+hombre+02,Ver precio actual,"Desde 3,25 USD",False,2026-07-18
1005009881248536,https://www.aliexpress.com/item/1005009881248536.html,https://s.click.aliexpress.com/e/_c4aCepJz,Producto viral seleccionado 06,"Producto popular seleccionado por Atlas Secreto. Consulta sus características, variantes, envío y precio vigente en AliExpress.",Virales | Tecnología,https://placehold.co/900x900/111821/d6ad52?text=Virales+06,Ver precio actual,"Desde 18,31 USD",False,2026-07-18
1005005943671094,https://www.aliexpress.com/item/1005005943671094.html,https://s.click.aliexpress.com/e/_c3jjs0cL,Producto viral seleccionado 07,"Producto popular seleccionado por Atlas Secreto. Consulta sus características, variantes, envío y precio vigente en AliExpress.",Virales | Tecnología | Hogar,https://placehold.co/900x900/111821/d6ad52?text=Virales+07,Ver precio actual,"Desde 46,18 USD",False,2026-07-18
1005005968706771,https://www.aliexpress.com/item/1005005968706771.html,https://s.click.aliexpress.com/e/_c4laHo8T,Producto viral seleccionado 08,"Producto popular seleccionado por Atlas Secreto. Consulta sus características, variantes, envío y precio vigente en AliExpress.",Virales | Hogar | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Virales+08,Ver precio actual,"Desde 2,15 USD",False,2026-07-18
1005006894901387,https://www.aliexpress.com/item/1005006894901387.html,https://s.click.aliexpress.com/e/_c3D4enm3,Producto económico seleccionado 01,"Producto económico seleccionado por Atlas Secreto. El precio puede variar según la versión, los cupones y la dirección de entrega.",Menos de 10 | Virales | Tecnología,https://placehold.co/900x900/111821/d6ad52?text=Menos+de+10+01,Ver precio actual,"Desde 1,13 USD",False,2026-07-18
1005007597439198,https://www.aliexpress.com/item/1005007597439198.html,https://s.click.aliexpress.com/e/_c4qrOk2r,Producto viral seleccionado 09,"Producto popular seleccionado por Atlas Secreto. Consulta sus características, variantes, envío y precio vigente en AliExpress.",Virales | Hogar | Aventura y viajes,https://placehold.co/900x900/111821/d6ad52?text=Virales+09,Ver precio actual,"Desde 12,81 USD",False,2026-07-18
1005006428188946,https://www.aliexpress.com/item/1005006428188946.html,https://s.click.aliexpress.com/e/_c3Cg4O1l,Producto práctico para el hogar 03,"Producto práctico para el hogar seleccionado por Atlas Secreto. Revisa medidas, materiales, variantes y disponibilidad en AliExpress.",Hogar | Virales | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Hogar+03,Ver precio actual,"Desde 0,71 USD",False,2026-07-18
1005008281134342,https://www.aliexpress.com/item/1005008281134342.html,https://s.click.aliexpress.com/e/_c337dN5h,Producto de belleza y cuidado 03,"Producto de belleza y cuidado seleccionado por Atlas Secreto. Revisa ingredientes, modo de uso, variantes y advertencias del vendedor.",Belleza y cuidado | Menos de 10 | Virales,https://placehold.co/900x900/111821/d6ad52?text=Belleza+y+cuidado+03,Ver precio actual,"Desde 4,32 USD",False,2026-07-18
1005006608356666,https://www.aliexpress.com/item/1005006608356666.html,https://s.click.aliexpress.com/e/_c3IED16L,Accesorio para aventura y viajes 01,"Accesorio seleccionado para viajes y actividades al aire libre. Comprueba medidas, resistencia, variantes y condiciones de envío.",Aventura y viajes | Moda hombre,https://placehold.co/900x900/111821/d6ad52?text=Aventura+y+viajes+01,Ver precio actual,"Desde 21,45 USD",False,2026-07-18
1005008060435016,https://www.aliexpress.com/item/1005008060435016.html,https://s.click.aliexpress.com/e/_c3b8n4KP,Producto viral seleccionado 10,"Producto popular seleccionado por Atlas Secreto. Consulta sus características, variantes, envío y precio vigente en AliExpress.",Virales | Menos de 10,https://placehold.co/900x900/111821/d6ad52?text=Virales+10,Ver precio actual,"Desde 0,99 USD",False,2026-07-18
