product_id,original_url,tracking_url,fallback_name,fallback_description,categories,fallback_image,price,priceSnapshot,featured,createdAt,rating,reviews,orders
1005009367643363,https://www.aliexpress.com/item/1005009367643363.html,https://s.click.aliexpress.com/e/_c3mXVFwJ,"800+ Bebé Seco, Formato XXL, Tallas 3 a 7. Pañales Bebé con Triple Sistema de Protección Antifugas, Nº 1 Ultra Seco, Triple Capa","800+ Bebé Seco, Formato XXL, Tallas 3 a 7. Pañales Bebé con Triple Sistema de Protección Antifugas, Nº 1 Ultra Seco, Triple Capa. Producto seleccionado por SecretShop para AliExpress España. Revisa variantes, especificaciones, disponibilidad, precio actual y condiciones de envío antes de comprar.",Bebés y niños | Virales,https://ae-pic-a1.aliexpress-media.com/kf/E464451acdd524a54abd2aa21e4c8f992W.png_220x220.png,Consultar precio,"45,95 €",true,2026-07-24,,,100000
1005007075301656,https://www.aliexpress.com/item/1005007075301656.html,https://s.click.aliexpress.com/e/_c3gntdXD,"Cable USB tipo C a USB tipo C, Cable de datos de carga rápida, PD, 60W, para Iphone 15, 15Pro, Huawei, Samsung, Xiaomi, línea de datos, negro, blanco, 1M, 2M, 3M 100K+","Cable USB tipo C a USB tipo C, Cable de datos de carga rápida, PD, 60W, para Iphone 15, 15Pro, Huawei, Samsung, Xiaomi, línea de datos, negro, blanco, 1M, 2M, 3M 100K+. Producto seleccionado por SecretShop para AliExpress España. Revisa variantes, especificaciones, disponibilidad, precio actual y condiciones de envío antes de comprar.",Tecnología | Menos de 10 | Virales,https://ae-pic-a1.aliexpress-media.com/kf/Sa5effb1497dc48219efccbf9bc229e40p.jpg_220x220q75.jpg_.webp,Consultar precio,"1,86 €",true,2026-07-24,,,100000
1005005244419690,https://www.aliexpress.com/item/1005005244419690.html,https://s.click.aliexpress.com/e/_c4kM2VLZ,"Nano cinta adhesiva de doble cara, cinta impermeable sin rastro para baño, cocina, fregadero, grifo, pegatina de Gel, 1/3/5m","Nano cinta adhesiva de doble cara, cinta impermeable sin rastro para baño, cocina, fregadero, grifo, pegatina de Gel, 1/3/5m. Producto seleccionado por SecretShop para AliExpress España. Revisa variantes, especificaciones, disponibilidad, precio actual y condiciones de envío antes de comprar.",Hogar y cocina | Menos de 10 | Virales,https://ae-pic-a1.aliexpress-media.com/kf/Sd43f6609222445219d07234b40a75569O.jpg_220x220q75.jpg_.webp,Consultar precio,"3,52 €",true,2026-07-24,4.7,,100000
1005006199743740,https://www.aliexpress.com/item/1005006199743740.html,https://s.click.aliexpress.com/e/_c2vQLt3p,"Organizador de Cables de 1/5M, cinta enrolladora de cables para auriculares, Protector de corbatas para iPhone, Xiaomi, Samsung","Organizador de Cables de 1/5M, cinta enrolladora de cables para auriculares, Protector de corbatas para iPhone, Xiaomi, Samsung. Producto seleccionado por SecretShop para AliExpress España. Revisa variantes, especificaciones, disponibilidad, precio actual y condiciones de envío antes de comprar.",Hogar y cocina | Menos de 10 | Virales,https://ae-pic-a1.aliexpress-media.com/kf/S91610f67faf6466f9ea57abe0ea53e7bD.jpg_220x220q75.jpg_.webp,Consultar precio,"3,52 €",true,2026-07-24,4.8,,100000
1005010165470404,https://www.aliexpress.com/item/1005010165470404.html,https://s.click.aliexpress.com/e/_c4OpuzLZ,5000+ 280/1120/1680 parches para espinillas y estrellas de siete colores: puntos hidrocoloides invisibles para un cuidado de la piel divertido y suave,"5000+ 280/1120/1680 parches para espinillas y estrellas de siete colores: puntos hidrocoloides invisibles para un cuidado de la piel divertido y suave. Producto seleccionado por SecretShop para AliExpress España. Revisa variantes, especificaciones, disponibilidad, precio actual y condiciones de envío antes de comprar.",Belleza y cuidado | Menos de 10 | Virales,https://ae-pic-a1.aliexpress-media.com/kf/Sc1e54039c2d74b52b6188d1c0df0a0a3T.jpg_220x220q75.jpg,Consultar precio,"2,39 €",true,2026-07-24,4.7,,50000
1005007476517839,https://www.aliexpress.com/item/1005007476517839.html,https://s.click.aliexpress.com/e/_c3evksBH,"Adaptador USB Bluetooth para Pc, receptor Dongle USB Bluetooth 5,4/ 5,3/ 5,1/ 5,0 para altavoz, ratón, teclado, transmisor de Audio y música","Adaptador USB Bluetooth para Pc, receptor Dongle USB Bluetooth 5,4/ 5,3/ 5,1/ 5,0 para altavoz, ratón, teclado, transmisor de Audio y música. Producto seleccionado por SecretShop para AliExpress España. Revisa variantes, especificaciones, disponibilidad, precio actual y condiciones de envío antes de comprar.",Tecnología | Menos de 10 | Virales,https://ae-pic-a1.aliexpress-media.com/kf/Sfd7e8bc2147a485092c15e5c40782526F.jpg_220x220q75.jpg,Consultar precio,"3,22 €",true,2026-07-24,4.9,,50000
1005006212088373,https://www.aliexpress.com/item/1005006212088373.html,https://s.click.aliexpress.com/e/_c4WIohQP,"Cable de Color USB-C a tipo C para Apple, iPhone 15, PD, 60W, carga rápida para Huawei, Xiaomi, Samsung","Cable de Color USB-C a tipo C para Apple, iPhone 15, PD, 60W, carga rápida para Huawei, Xiaomi, Samsung. Producto seleccionado por SecretShop para AliExpress España. Revisa variantes, especificaciones, disponibilidad, precio actual y condiciones de envío antes de comprar.",Tecnología | Menos de 10 | Virales,https://ae-pic-a1.aliexpress-media.com/kf/S42dfff6817834adeaa96cace163bcf2ck.jpg_220x220q75.jpg_.webp,Consultar precio,"3,44 €",true,2026-07-24,4.8,,50000
1005005691551583,https://www.aliexpress.com/item/1005005691551583.html,https://s.click.aliexpress.com/e/_c4q5LL3v,"Cable SATA a USB 3,0/2,0 de hasta 6 Gbps para disco duro externo HDD SSD de 2,5 pulgadas, adaptador de 22 Pines, Cable USB 3,0 a SATA III","Cable SATA a USB 3,0/2,0 de hasta 6 Gbps para disco duro externo HDD SSD de 2,5 pulgadas, adaptador de 22 Pines, Cable USB 3,0 a SATA III. Producto seleccionado por SecretShop para AliExpress España. Revisa variantes, especificaciones, disponibilidad, precio actual y condiciones de envío antes de comprar.",Tecnología | Menos de 10 | Virales,https://ae-pic-a1.aliexpress-media.com/kf/S2f6e009f019a4939bf1613806dbd87e00.jpg_220x220q75.jpg_.webp,Consultar precio,"8,07 €",true,2026-07-24,4.7,,50000
1005009391964566,https://www.aliexpress.com/item/1005009391964566.html,https://s.click.aliexpress.com/e/_c3nxOmlv,"Encendedor de cigarrillos móvil tipo C, encendedor de cigarrillos soplado de aire, Mini artefacto de iluminación de cigarrillos portátil de seguridad para exteriores 50.000+","Encendedor de cigarrillos móvil tipo C, encendedor de cigarrillos soplado de aire, Mini artefacto de iluminación de cigarrillos portátil de seguridad para exteriores 50.000+. Producto seleccionado por SecretShop para AliExpress España. Revisa variantes, especificaciones, disponibilidad, precio actual y condiciones de envío antes de comprar.",Tecnología | Menos de 10 | Virales,https://ae-pic-a1.aliexpress-media.com/kf/Sbe58bf9508c64cb1b300d49b24ea400a7.jpg_220x220q75.jpg,Consultar precio,"2,64 €",true,2026-07-24,,,50000
1005008188215073,https://www.aliexpress.com/item/1005008188215073.html,https://s.click.aliexpress.com/e/_c3goAQ1h,"Funda antipolvo para teclado de microfibra para MacBook Pro de 15-16 pulgadas Air 15, tela protectora a prueba de polvo, ultrafina, impermeable, para teclado 50.000+","Funda antipolvo para teclado de microfibra para MacBook Pro de 15-16 pulgadas Air 15, tela protectora a prueba de polvo, ultrafina, impermeable, para teclado 50.000+. Producto seleccionado por SecretShop para AliExpress España. Revisa variantes, especificaciones, disponibilidad, precio actual y condiciones de envío antes de comprar.",Tecnología | Menos de 10 | Virales,https://ae-pic-a1.aliexpress-media.com/kf/S49184593ee344dbaa4923bcdc6c7ab85i.jpg_220x220q75.jpg_.webp,Consultar precio,"1,98 €",true,2026-07-24,,,50000
